toolset,tool,scenario_id,desc_id,user_level,description
mummer,show-coords,mummer_08,mummer_08_be,beginner,How do I show the alignment coordinates including sequence length from ref_vs_query.delta in tab-delimited format sorted by reference?
mummer,show-coords,mummer_08,mummer_08_st,student,I need to show the alignment coordinates including sequence length from ref_vs_query.delta in tab-delimited format sorted by reference
mummer,show-coords,mummer_08,mummer_08_po,polite,Please show the alignment coordinates including sequence length from ref_vs_query.delta in tab-delimited format sorted by reference
mummer,show-coords,mummer_08,mummer_08_sy,sysadmin,Use show-coords to show the alignment coordinates including sequence length from ref_vs_query.delta in tab-delimited format sorted by reference
mummer,show-snps,mummer_09,mummer_09_or,original,extract SNPs and indels from ref_vs_query.delta in tab-delimited format with header information included
mummer,show-snps,mummer_09,mummer_09_be,beginner,How do I extract SNPs and indels from ref_vs_query.delta in tab-delimited format with header information included?
mummer,show-snps,mummer_09,mummer_09_st,student,I need to extract SNPs and indels from ref_vs_query.delta in tab-delimited format with header information included
mummer,show-snps,mummer_09,mummer_09_po,polite,Please extract SNPs and indels from ref_vs_query.delta in tab-delimited format with header information included
mummer,show-snps,mummer_09,mummer_09_sy,sysadmin,Use show-snps to extract SNPs and indels from ref_vs_query.delta in tab-delimited format with header information included
mummer,nucmer,mummer_10,mummer_10_or,original,align query_seq.fa against input_reference.fa with nucmer without extending alignments beyond cluster boundaries writing to query_vs_ref.delta
mummer,nucmer,mummer_10,mummer_10_be,beginner,How do I align query_seq.fa against input_reference.fa with nucmer without extending alignments beyond cluster boundaries writing to query_vs_ref.delta?
mummer,nucmer,mummer_10,mummer_10_st,student,I need to align query_seq.fa against input_reference.fa with nucmer without extending alignments beyond cluster boundaries writing to query_vs_ref.delta
mummer,nucmer,mummer_10,mummer_10_po,polite,Please align query_seq.fa against input_reference.fa with nucmer without extending alignments beyond cluster boundaries writing to query_vs_ref.delta
mummer,nucmer,mummer_10,mummer_10_sy,sysadmin,Use nucmer to align query_seq.fa against input_reference.fa with nucmer without extending alignments beyond cluster boundaries writing to query_vs_ref.delta
muscle,muscle,muscle_01,muscle_01_or,original,align the sequences in in_sequences.fa with MUSCLE v5 and write the multiple sequence alignment to aligned.afa
muscle,muscle,muscle_01,muscle_01_be,beginner,How do I align the sequences in in_sequences.fa with MUSCLE v5 and write the multiple sequence alignment to aligned.afa?
muscle,muscle,muscle_01,muscle_01_st,student,I need to align the sequences in in_sequences.fa with MUSCLE v5 and write the multiple sequence alignment to aligned.afa
muscle,muscle,muscle_01,muscle_01_po,polite,Please align the sequences in in_sequences.fa with MUSCLE v5 and write the multiple sequence alignment to aligned.afa
muscle,muscle,muscle_01,muscle_01_sy,sysadmin,Use muscle to align the sequences in in_sequences.fa with MUSCLE v5 and write the multiple sequence alignment to aligned.afa
muscle,muscle,muscle_02,muscle_02_or,original,align a large set of protein sequences in in_proteins.faa using the Super5 algorithm for datasets too large for default alignment
muscle,muscle,muscle_02,muscle_02_be,beginner,How do I align a large set of protein sequences in in_proteins.faa using the Super5 algorithm for datasets too large for default alignment?
muscle,muscle,muscle_02,muscle_02_st,student,I need to align a large set of protein sequences in in_proteins.faa using the Super5 algorithm for datasets too large for default alignment
muscle,muscle,muscle_02,muscle_02_po,polite,Please align a large set of protein sequences in in_proteins.faa using the Super5 algorithm for datasets too large for default alignment
muscle,muscle,muscle_02,muscle_02_sy,sysadmin,Use muscle to align a large set of protein sequences in in_proteins.faa using the Super5 algorithm for datasets too large for default alignment
muscle,muscle,muscle_03,muscle_03_or,original,generate a replicate alignment of in_sequences.fa with guide tree permutation abc and perturbation seed 42 to assess alignment robustness
muscle,muscle,muscle_03,muscle_03_be,beginner,How do I generate a replicate alignment of in_sequences.fa with guide tree permutation abc and perturbation seed 42 to assess alignment robustness?
muscle,muscle,muscle_03,muscle_03_st,student,I need to generate a replicate alignment of in_sequences.fa with guide tree permutation abc and perturbation seed 42 to assess alignment robustness
muscle,muscle,muscle_03,muscle_03_po,polite,Please generate a replicate alignment of in_sequences.fa with guide tree permutation abc and perturbation seed 42 to assess alignment robustness
muscle,muscle,muscle_03,muscle_03_sy,sysadmin,Use muscle to generate a replicate alignment of in_sequences.fa with guide tree permutation abc and perturbation seed 42 to assess alignment robustness
muscle,muscle,muscle_04,muscle_04_or,original,create a stratified ensemble of alignments from in_sequences.fa to estimate alignment uncertainty writing to ensemble.efa
muscle,muscle,muscle_04,muscle_04_be,beginner,How do I create a stratified ensemble of alignments from in_sequences.fa to estimate alignment uncertainty writing to ensemble.efa?
muscle,muscle,muscle_04,muscle_04_st,student,I need to create a stratified ensemble of alignments from in_sequences.fa to estimate alignment uncertainty writing to ensemble.efa
muscle,muscle,muscle_04,muscle_04_po,polite,Please create a stratified ensemble of alignments from in_sequences.fa to estimate alignment uncertainty writing to ensemble.efa
muscle,muscle,muscle_04,muscle_04_sy,sysadmin,Use muscle to create a stratified ensemble of alignments from in_sequences.fa to estimate alignment uncertainty writing to ensemble.efa
muscle,muscle,muscle_05,muscle_05_or,original,extract the ensemble replicate with the highest total column confidence from ensemble.efa and write to maxcc.afa
muscle,muscle,muscle_05,muscle_05_be,beginner,How do I extract the ensemble replicate with the highest total column confidence from ensemble.efa and write to maxcc.afa?
muscle,muscle,muscle_05,muscle_05_st,student,I need to extract the ensemble replicate with the highest total column confidence from ensemble.efa and write to maxcc.afa
muscle,muscle,muscle_05,muscle_05_po,polite,Please extract the ensemble replicate with the highest total column confidence from ensemble.efa and write to maxcc.afa
muscle,muscle,muscle_05,muscle_05_sy,sysadmin,Use muscle to extract the ensemble replicate with the highest total column confidence from ensemble.efa and write to maxcc.afa
muscle,muscle,muscle_06,muscle_06_or,original,calculate per-residue letter confidence values from the ensemble ensemble.efa against the best replicate maxcc.afa and write to letterconf.afa
muscle,muscle,muscle_06,muscle_06_be,beginner,How do I calculate per-residue letter confidence values from the ensemble ensemble.efa against the best replicate maxcc.afa and write to letterconf.afa?
muscle,muscle,muscle_06,muscle_06_st,student,I need to calculate per-residue letter confidence values from the ensemble ensemble.efa against the best replicate maxcc.afa and write to letterconf.afa
muscle,muscle,muscle_06,muscle_06_po,polite,Please calculate per-residue letter confidence values from the ensemble ensemble.efa against the best replicate maxcc.afa and write to letterconf.afa
muscle,muscle,muscle_06,muscle_06_sy,sysadmin,Use muscle to calculate per-residue letter confidence values from the ensemble ensemble.efa against the best replicate maxcc.afa and write to letterconf.afa
muscle,muscle,muscle_07,muscle_07_or,original,align in_sequences.fa with a high gap open penalty to favor gaps over mismatches and write the alignment to aligned.afa
muscle,muscle,muscle_07,muscle_07_be,beginner,How do I align in_sequences.fa with a high gap open penalty to favor gaps over mismatches and write the alignment to aligned.afa?
muscle,muscle,muscle_07,muscle_07_st,student,I need to align in_sequences.fa with a high gap open penalty to favor gaps over mismatches and write the alignment to aligned.afa
muscle,muscle,muscle_07,muscle_07_po,polite,Please align in_sequences.fa with a high gap open penalty to favor gaps over mismatches and write the alignment to aligned.afa
muscle,muscle,muscle_07,muscle_07_sy,sysadmin,Use muscle to align in_sequences.fa with a high gap open penalty to favor gaps over mismatches and write the alignment to aligned.afa
muscle,muscle,muscle_08,muscle_08_or,original,align in_sequences.fa with a center parameter of 0.5 for balanced sensitivity and write the alignment to aligned.afa
muscle,muscle,muscle_08,muscle_08_be,beginner,How do I align in_sequences.fa with a center parameter of 0.5 for balanced sensitivity and write the alignment to aligned.afa?
muscle,muscle,muscle_08,muscle_08_st,student,I need to align in_sequences.fa with a center parameter of 0.5 for balanced sensitivity and write the alignment to aligned.afa
muscle,muscle,muscle_08,muscle_08_po,polite,Please align in_sequences.fa with a center parameter of 0.5 for balanced sensitivity and write the alignment to aligned.afa
muscle,muscle,muscle_08,muscle_08_sy,sysadmin,Use muscle to align in_sequences.fa with a center parameter of 0.5 for balanced sensitivity and write the alignment to aligned.afa
muscle,muscle,muscle_09,muscle_09_or,original,align in_sequences.fa with a maximum of 16 iterations for higher accuracy with better convergence and write to aligned.afa
muscle,muscle,muscle_09,muscle_09_be,beginner,How do I align in_sequences.fa with a maximum of 16 iterations for higher accuracy with better convergence and write to aligned.afa?
muscle,muscle,muscle_09,muscle_09_st,student,I need to align in_sequences.fa with a maximum of 16 iterations for higher accuracy with better convergence and write to aligned.afa
muscle,muscle,muscle_09,muscle_09_po,polite,Please align in_sequences.fa with a maximum of 16 iterations for higher accuracy with better convergence and write to aligned.afa
muscle,muscle,muscle_09,muscle_09_sy,sysadmin,Use muscle to align in_sequences.fa with a maximum of 16 iterations for higher accuracy with better convergence and write to aligned.afa
muscle,muscle,muscle_10,muscle_10_or,original,align in_sequences.fa with smoothing window size 3 for progressive alignment and write the result to aligned.afa
muscle,muscle,muscle_10,muscle_10_be,beginner,How do I align in_sequences.fa with smoothing window size 3 for progressive alignment and write the result to aligned.afa?
muscle,muscle,muscle_10,muscle_10_st,student,I need to align in_sequences.fa with smoothing window size 3 for progressive alignment and write the result to aligned.afa
muscle,muscle,muscle_10,muscle_10_po,polite,Please align in_sequences.fa with smoothing window size 3 for progressive alignment and write the result to aligned.afa
muscle,muscle,muscle_10,muscle_10_sy,sysadmin,Use muscle to align in_sequences.fa with smoothing window size 3 for progressive alignment and write the result to aligned.afa
nanocomp,NanoComp,nanocomp_01,nanocomp_01_or,original,compare read length and quality distributions between the two Oxford Nanopore runs in_run1.fastq.gz and in_run2.fastq.gz with 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_01,nanocomp_01_be,beginner,How do I compare read length and quality distributions between the two Oxford Nanopore runs in_run1.fastq.gz and in_run2.fastq.gz with 8 threads writing to nanocomp_report?
nanocomp,NanoComp,nanocomp_01,nanocomp_01_st,student,I need to compare read length and quality distributions between the two Oxford Nanopore runs in_run1.fastq.gz and in_run2.fastq.gz with 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_01,nanocomp_01_po,polite,Please compare read length and quality distributions between the two Oxford Nanopore runs in_run1.fastq.gz and in_run2.fastq.gz with 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_01,nanocomp_01_sy,sysadmin,Use NanoComp to compare read length and quality distributions between the two Oxford Nanopore runs in_run1.fastq.gz and in_run2.fastq.gz with 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_02,nanocomp_02_or,original,compare three demultiplexed barcodes bc01.fastq.gz bc02.fastq.gz and bc03.fastq.gz from a multiplexed run with 8 threads writing to barcode_comparison
nanocomp,NanoComp,nanocomp_02,nanocomp_02_be,beginner,How do I compare three demultiplexed barcodes bc01.fastq.gz bc02.fastq.gz and bc03.fastq.gz from a multiplexed run with 8 threads writing to barcode_comparison?
nanocomp,NanoComp,nanocomp_02,nanocomp_02_st,student,I need to compare three demultiplexed barcodes bc01.fastq.gz bc02.fastq.gz and bc03.fastq.gz from a multiplexed run with 8 threads writing to barcode_comparison
nanocomp,NanoComp,nanocomp_02,nanocomp_02_po,polite,Please compare three demultiplexed barcodes bc01.fastq.gz bc02.fastq.gz and bc03.fastq.gz from a multiplexed run with 8 threads writing to barcode_comparison
nanocomp,NanoComp,nanocomp_02,nanocomp_02_sy,sysadmin,Use NanoComp to compare three demultiplexed barcodes bc01.fastq.gz bc02.fastq.gz and bc03.fastq.gz from a multiplexed run with 8 threads writing to barcode_comparison
nanocomp,NanoComp,nanocomp_03,nanocomp_03_or,original,compare alignment-level metrics including percent identity between in_sample1.bam and in_sample2.bam with 8 threads writing to bam_comparison
nanocomp,NanoComp,nanocomp_03,nanocomp_03_be,beginner,How do I compare alignment-level metrics including percent identity between in_sample1.bam and in_sample2.bam with 8 threads writing to bam_comparison?
nanocomp,NanoComp,nanocomp_03,nanocomp_03_st,student,I need to compare alignment-level metrics including percent identity between in_sample1.bam and in_sample2.bam with 8 threads writing to bam_comparison
nanocomp,NanoComp,nanocomp_03,nanocomp_03_po,polite,Please compare alignment-level metrics including percent identity between in_sample1.bam and in_sample2.bam with 8 threads writing to bam_comparison
nanocomp,NanoComp,nanocomp_03,nanocomp_03_sy,sysadmin,Use NanoComp to compare alignment-level metrics including percent identity between in_sample1.bam and in_sample2.bam with 8 threads writing to bam_comparison
nanocomp,NanoComp,nanocomp_04,nanocomp_04_or,original,compare sequencing runs using Guppy summary files summary1.txt and summary2.txt for fast quality assessment with 8 threads writing to summary_comparison
nanocomp,NanoComp,nanocomp_04,nanocomp_04_be,beginner,How do I compare sequencing runs using Guppy summary files summary1.txt and summary2.txt for fast quality assessment with 8 threads writing to summary_comparison?
nanocomp,NanoComp,nanocomp_04,nanocomp_04_st,student,I need to compare sequencing runs using Guppy summary files summary1.txt and summary2.txt for fast quality assessment with 8 threads writing to summary_comparison
nanocomp,NanoComp,nanocomp_04,nanocomp_04_po,polite,Please compare sequencing runs using Guppy summary files summary1.txt and summary2.txt for fast quality assessment with 8 threads writing to summary_comparison
nanocomp,NanoComp,nanocomp_04,nanocomp_04_sy,sysadmin,Use NanoComp to compare sequencing runs using Guppy summary files summary1.txt and summary2.txt for fast quality assessment with 8 threads writing to summary_comparison
nanocomp,NanoComp,nanocomp_05,nanocomp_05_or,original,compare runs in_run1.fastq.gz and in_run2.fastq.gz using reads in the 500 bp to 50000 bp length range with 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_05,nanocomp_05_be,beginner,How do I compare runs in_run1.fastq.gz and in_run2.fastq.gz using reads in the 500 bp to 50000 bp length range with 8 threads writing to nanocomp_report?
nanocomp,NanoComp,nanocomp_05,nanocomp_05_st,student,I need to compare runs in_run1.fastq.gz and in_run2.fastq.gz using reads in the 500 bp to 50000 bp length range with 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_05,nanocomp_05_po,polite,Please compare runs in_run1.fastq.gz and in_run2.fastq.gz using reads in the 500 bp to 50000 bp length range with 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_05,nanocomp_05_sy,sysadmin,Use NanoComp to compare runs in_run1.fastq.gz and in_run2.fastq.gz using reads in the 500 bp to 50000 bp length range with 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_06,nanocomp_06_or,original,compare runs in_run1.fastq.gz and in_run2.fastq.gz with read lengths plotted on a log scale using 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_06,nanocomp_06_be,beginner,How do I compare runs in_run1.fastq.gz and in_run2.fastq.gz with read lengths plotted on a log scale using 8 threads writing to nanocomp_report?
nanocomp,NanoComp,nanocomp_06,nanocomp_06_st,student,I need to compare runs in_run1.fastq.gz and in_run2.fastq.gz with read lengths plotted on a log scale using 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_06,nanocomp_06_po,polite,Please compare runs in_run1.fastq.gz and in_run2.fastq.gz with read lengths plotted on a log scale using 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_06,nanocomp_06_sy,sysadmin,Use NanoComp to compare runs in_run1.fastq.gz and in_run2.fastq.gz with read lengths plotted on a log scale using 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_07,nanocomp_07_or,original,compare runs in_run1.fastq.gz and in_run2.fastq.gz with the descriptive plot title Run1 versus Run2 using 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_07,nanocomp_07_be,beginner,How do I compare runs in_run1.fastq.gz and in_run2.fastq.gz with the descriptive plot title Run1 versus Run2 using 8 threads writing to nanocomp_report?
nanocomp,NanoComp,nanocomp_07,nanocomp_07_st,student,I need to compare runs in_run1.fastq.gz and in_run2.fastq.gz with the descriptive plot title Run1 versus Run2 using 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_07,nanocomp_07_po,polite,Please compare runs in_run1.fastq.gz and in_run2.fastq.gz with the descriptive plot title Run1 versus Run2 using 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_07,nanocomp_07_sy,sysadmin,Use NanoComp to compare runs in_run1.fastq.gz and in_run2.fastq.gz with the descriptive plot title Run1 versus Run2 using 8 threads writing to nanocomp_report
nanocomp,NanoComp,nanocomp_08,nanocomp_08_or,original,compare alignment-level metrics across three BAM files in_sample1.bam in_sample2.bam and in_sample3.bam with 8 threads writing to bam_comparison/
nanocomp,NanoComp,nanocomp_08,nanocomp_08_be,beginner,How do I compare alignment-level metrics across three BAM files in_sample1.bam in_sample2.bam and in_sample3.bam with 8 threads writing to bam_comparison/?
nanocomp,NanoComp,nanocomp_08,nanocomp_08_st,student,I need to compare alignment-level metrics across three BAM files in_sample1.bam in_sample2.bam and in_sample3.bam with 8 threads writing to bam_comparison/
nanocomp,NanoComp,nanocomp_08,nanocomp_08_po,polite,Please compare alignment-level metrics across three BAM files in_sample1.bam in_sample2.bam and in_sample3.bam with 8 threads writing to bam_comparison/
nanocomp,NanoComp,nanocomp_08,nanocomp_08_sy,sysadmin,Use NanoComp to compare alignment-level metrics across three BAM files in_sample1.bam in_sample2.bam and in_sample3.bam with 8 threads writing to bam_comparison/
nanocomp,NanoComp,nanocomp_09,nanocomp_09_or,original,compare sequencing runs using summary files in_run1_summary.txt and in_run2_summary.txt with 8 threads writing to summary_comparison/
nanocomp,NanoComp,nanocomp_09,nanocomp_09_be,beginner,How do I compare sequencing runs using summary files in_run1_summary.txt and in_run2_summary.txt with 8 threads writing to summary_comparison/?
nanocomp,NanoComp,nanocomp_09,nanocomp_09_st,student,I need to compare sequencing runs using summary files in_run1_summary.txt and in_run2_summary.txt with 8 threads writing to summary_comparison/
nanocomp,NanoComp,nanocomp_09,nanocomp_09_po,polite,Please compare sequencing runs using summary files in_run1_summary.txt and in_run2_summary.txt with 8 threads writing to summary_comparison/
nanocomp,NanoComp,nanocomp_09,nanocomp_09_sy,sysadmin,Use NanoComp to compare sequencing runs using summary files in_run1_summary.txt and in_run2_summary.txt with 8 threads writing to summary_comparison/
nanocomp,NanoComp,nanocomp_10,nanocomp_10_or,original,compare the read length and quality distributions of sequences.fastq.gz against itself for single-sample quality assessment with 8 threads writing to nanoplot_output/
nanocomp,NanoComp,nanocomp_10,nanocomp_10_be,beginner,How do I compare the read length and quality distributions of sequences.fastq.gz against itself for single-sample quality assessment with 8 threads writing to nanoplot_output/?
nanocomp,NanoComp,nanocomp_10,nanocomp_10_st,student,I need to compare the read length and quality distributions of sequences.fastq.gz against itself for single-sample quality assessment with 8 threads writing to nanoplot_output/
nanocomp,NanoComp,nanocomp_10,nanocomp_10_po,polite,Please compare the read length and quality distributions of sequences.fastq.gz against itself for single-sample quality assessment with 8 threads writing to nanoplot_output/
nanocomp,NanoComp,nanocomp_10,nanocomp_10_sy,sysadmin,Use NanoComp to compare the read length and quality distributions of sequences.fastq.gz against itself for single-sample quality assessment with 8 threads writing to nanoplot_output/
nanoplot,NanoPlot,nanoplot_01,nanoplot_01_or,original,generate read length and quality plots from sequences.fastq.gz with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_01,nanoplot_01_be,beginner,How do I generate read length and quality plots from sequences.fastq.gz with 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_01,nanoplot_01_st,student,I need to generate read length and quality plots from sequences.fastq.gz with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_01,nanoplot_01_po,polite,Please generate read length and quality plots from sequences.fastq.gz with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_01,nanoplot_01_sy,sysadmin,Use NanoPlot to generate read length and quality plots from sequences.fastq.gz with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_02,nanoplot_02_or,original,generate QC plots including percent identity and mapping quality from the aligned reads in_alignments.bam with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_02,nanoplot_02_be,beginner,How do I generate QC plots including percent identity and mapping quality from the aligned reads in_alignments.bam with 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_02,nanoplot_02_st,student,I need to generate QC plots including percent identity and mapping quality from the aligned reads in_alignments.bam with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_02,nanoplot_02_po,polite,Please generate QC plots including percent identity and mapping quality from the aligned reads in_alignments.bam with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_02,nanoplot_02_sy,sysadmin,Use NanoPlot to generate QC plots including percent identity and mapping quality from the aligned reads in_alignments.bam with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_03,nanoplot_03_or,original,generate QC plots from sequences.fastq.gz filtered to the 200 bp to 50000 bp length range with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_03,nanoplot_03_be,beginner,How do I generate QC plots from sequences.fastq.gz filtered to the 200 bp to 50000 bp length range with 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_03,nanoplot_03_st,student,I need to generate QC plots from sequences.fastq.gz filtered to the 200 bp to 50000 bp length range with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_03,nanoplot_03_po,polite,Please generate QC plots from sequences.fastq.gz filtered to the 200 bp to 50000 bp length range with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_03,nanoplot_03_sy,sysadmin,Use NanoPlot to generate QC plots from sequences.fastq.gz filtered to the 200 bp to 50000 bp length range with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_04,nanoplot_04_or,original,generate QC plots from sequences.fastq.gz with read lengths on a log scale and N50 annotated on the histogram using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_04,nanoplot_04_be,beginner,How do I generate QC plots from sequences.fastq.gz with read lengths on a log scale and N50 annotated on the histogram using 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_04,nanoplot_04_st,student,I need to generate QC plots from sequences.fastq.gz with read lengths on a log scale and N50 annotated on the histogram using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_04,nanoplot_04_po,polite,Please generate QC plots from sequences.fastq.gz with read lengths on a log scale and N50 annotated on the histogram using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_04,nanoplot_04_sy,sysadmin,Use NanoPlot to generate QC plots from sequences.fastq.gz with read lengths on a log scale and N50 annotated on the histogram using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_05,nanoplot_05_or,original,generate QC plots from a random subsample of 100000 reads from in_alignments.bam with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_05,nanoplot_05_be,beginner,How do I generate QC plots from a random subsample of 100000 reads from in_alignments.bam with 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_05,nanoplot_05_st,student,I need to generate QC plots from a random subsample of 100000 reads from in_alignments.bam with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_05,nanoplot_05_po,polite,Please generate QC plots from a random subsample of 100000 reads from in_alignments.bam with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_05,nanoplot_05_sy,sysadmin,Use NanoPlot to generate QC plots from a random subsample of 100000 reads from in_alignments.bam with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_06,nanoplot_06_or,original,generate QC plots from sequences.fastq.gz with tab-separated summary statistics using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_06,nanoplot_06_be,beginner,How do I generate QC plots from sequences.fastq.gz with tab-separated summary statistics using 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_06,nanoplot_06_st,student,I need to generate QC plots from sequences.fastq.gz with tab-separated summary statistics using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_06,nanoplot_06_po,polite,Please generate QC plots from sequences.fastq.gz with tab-separated summary statistics using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_06,nanoplot_06_sy,sysadmin,Use NanoPlot to generate QC plots from sequences.fastq.gz with tab-separated summary statistics using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_07,nanoplot_07_or,original,generate QC plots from the Guppy sequencing summary in_sequencing_summary.txt with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_07,nanoplot_07_be,beginner,How do I generate QC plots from the Guppy sequencing summary in_sequencing_summary.txt with 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_07,nanoplot_07_st,student,I need to generate QC plots from the Guppy sequencing summary in_sequencing_summary.txt with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_07,nanoplot_07_po,polite,Please generate QC plots from the Guppy sequencing summary in_sequencing_summary.txt with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_07,nanoplot_07_sy,sysadmin,Use NanoPlot to generate QC plots from the Guppy sequencing summary in_sequencing_summary.txt with 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_08,nanoplot_08_or,original,generate QC plots from sequences.fastq.gz with a custom blue color scheme for histograms using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_08,nanoplot_08_be,beginner,How do I generate QC plots from sequences.fastq.gz with a custom blue color scheme for histograms using 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_08,nanoplot_08_st,student,I need to generate QC plots from sequences.fastq.gz with a custom blue color scheme for histograms using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_08,nanoplot_08_po,polite,Please generate QC plots from sequences.fastq.gz with a custom blue color scheme for histograms using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_08,nanoplot_08_sy,sysadmin,Use NanoPlot to generate QC plots from sequences.fastq.gz with a custom blue color scheme for histograms using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_09,nanoplot_09_or,original,generate QC plots from sequences.fastq.gz with a custom title Sequencing Run 1 using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_09,nanoplot_09_be,beginner,How do I generate QC plots from sequences.fastq.gz with a custom title Sequencing Run 1 using 8 threads writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_09,nanoplot_09_st,student,I need to generate QC plots from sequences.fastq.gz with a custom title Sequencing Run 1 using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_09,nanoplot_09_po,polite,Please generate QC plots from sequences.fastq.gz with a custom title Sequencing Run 1 using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_09,nanoplot_09_sy,sysadmin,Use NanoPlot to generate QC plots from sequences.fastq.gz with a custom title Sequencing Run 1 using 8 threads writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_10,nanoplot_10_or,original,generate QC plots from in_alignments.bam with 16 threads for faster processing writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_10,nanoplot_10_be,beginner,How do I generate QC plots from in_alignments.bam with 16 threads for faster processing writing to nanoplot_report?
nanoplot,NanoPlot,nanoplot_10,nanoplot_10_st,student,I need to generate QC plots from in_alignments.bam with 16 threads for faster processing writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_10,nanoplot_10_po,polite,Please generate QC plots from in_alignments.bam with 16 threads for faster processing writing to nanoplot_report
nanoplot,NanoPlot,nanoplot_10,nanoplot_10_sy,sysadmin,Use NanoPlot to generate QC plots from in_alignments.bam with 16 threads for faster processing writing to nanoplot_report
nanostat,NanoStat,nanostat_01,nanostat_01_or,original,compute read count N50 mean length and total bases from sequences.fastq.gz with 8 threads writing to nanostat_report
nanostat,NanoStat,nanostat_01,nanostat_01_be,beginner,How do I compute read count N50 mean length and total bases from sequences.fastq.gz with 8 threads writing to nanostat_report?
nanostat,NanoStat,nanostat_01,nanostat_01_st,student,I need to compute read count N50 mean length and total bases from sequences.fastq.gz with 8 threads writing to nanostat_report
nanostat,NanoStat,nanostat_01,nanostat_01_po,polite,Please compute read count N50 mean length and total bases from sequences.fastq.gz with 8 threads writing to nanostat_report
nanostat,NanoStat,nanostat_01,nanostat_01_sy,sysadmin,Use NanoStat to compute read count N50 mean length and total bases from sequences.fastq.gz with 8 threads writing to nanostat_report
